   ,FUND_ID,FUND_NAME,PARENT_COMPANY_ID,PARENT_COMPANY_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,ACTUARIAL_ADJUSTMENT,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID,CURRENT_DATE
1,1560,"איילון מיטב פנסיה מקיפה פאסיבי- מדדי אג""ח עד 25% במדדי מניות",163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201601,31/12/2015,,,,,0.02,0.22,1.83,2.13,2.13,,,,,,,,,,,,,512065202,06/08/2018
2,1560,"איילון מיטב פנסיה מקיפה פאסיבי- מדדי אג""ח עד 25% במדדי מניות",163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201602,31/12/2015,,,,,0.02,0.22,1.83,-0.3,1.82,,,,,,,,,,,,,512065202,06/08/2018
3,1560,"איילון מיטב פנסיה מקיפה פאסיבי- מדדי אג""ח עד 25% במדדי מניות",163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201603,31/12/2015,,,,,0.02,0.22,1.83,0.26,2.09,-0.19,,,,,,,,,,,,512065202,06/08/2018
4,1560,"איילון מיטב פנסיה מקיפה פאסיבי- מדדי אג""ח עד 25% במדדי מניות",163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201604,31/12/2015,,,,,0.02,0.22,1.83,-0.17,1.91,,,,,,,,,,,,,512065202,06/08/2018
5,1560,"איילון מיטב פנסיה מקיפה פאסיבי- מדדי אג""ח עד 25% במדדי מניות",163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201605,31/12/2015,,,,,0.06,0.22,1.83,-0.32,1.59,,,,,,,,,,,,,512065202,06/08/2018
6,1560,"איילון מיטב פנסיה מקיפה פאסיבי- מדדי אג""ח עד 25% במדדי מניות",163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201606,31/12/2015,0,0,0.14,0.14,0.2,0.22,1.83,-0.17,1.42,-0.22,,,,,,,,99.2,0.03,0.04,0.04,512065202,06/08/2018
7,1560,"איילון מיטב פנסיה מקיפה פאסיבי- מדדי אג""ח עד 25% במדדי מניות",163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201607,31/12/2015,0.03,0,0.04,0.07,0.27,0.22,1.83,1.07,2.5,,,,,,,,,97.8,0.05,0.06,0.06,512065202,06/08/2018
8,1560,"איילון מיטב פנסיה מקיפה פאסיבי- מדדי אג""ח עד 25% במדדי מניות",163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201608,31/12/2015,0.01,0,0.1,0.11,0.38,0.22,1.83,-0.01,2.49,,,,,,,,,97.4,0.05,0.07,0.06,512065202,06/08/2018
9,1560,"איילון מיטב פנסיה מקיפה פאסיבי- מדדי אג""ח עד 25% במדדי מניות",163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201609,31/12/2015,0,0,0,0,0.38,0.22,1.83,-0.37,2.11,0.05,,,,,,,,97,0.05,0.07,0.06,512065202,06/08/2018
10,1560,"איילון מיטב פנסיה מקיפה פאסיבי- מדדי אג""ח עד 25% במדדי מניות",163,איילון מיטב פנסיה מקיפה,קרנות חדשות,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201610,31/12/2015,0.04,0,0,0.04,0.42,0.22,1.83,-0.02,2.09,,,,,,,,,97,0.05,0.07,0.06,512065202,06/08/2018
